#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","J121",19440,SAMN04383582 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989055.1 ,4.10308,67.7,chromosome:NZ_CP013891.1/CP013891.1,-,1,3968,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/055/GCF_001989055.1_ASM198905v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/055/GCA_001989055.1_ASM198905v1
"Bordetella pertussis","J122",19440,SAMN04383583 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989075.1 ,4.1076,67.7,chromosome:NZ_CP013892.1/CP013892.1,-,1,3976,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/075/GCF_001989075.1_ASM198907v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/075/GCA_001989075.1_ASM198907v1
"Bordetella pertussis","J124",19440,SAMN04383584 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989095.1 ,4.10761,67.7,chromosome:NZ_CP013893.1/CP013893.1,-,1,3976,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/095/GCF_001989095.1_ASM198909v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/095/GCA_001989095.1_ASM198909v1
"Bordetella pertussis","J149",19440,SAMN04383585 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989115.1 ,4.10564,67.7,chromosome:NZ_CP013894.1/CP013894.1,-,1,3972,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/115/GCF_001989115.1_ASM198911v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/115/GCA_001989115.1_ASM198911v1
"Bordetella pertussis","J155",19440,SAMN04383587 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989135.1 ,4.10638,67.7,chromosome:NZ_CP013896.1/CP013896.1,-,1,3975,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/135/GCF_001989135.1_ASM198913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/135/GCA_001989135.1_ASM198913v1
"Bordetella pertussis","J159",19440,SAMN04383588 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989155.1 ,4.10744,67.7,chromosome:NZ_CP013897.1/CP013897.1,-,1,3974,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/155/GCF_001989155.1_ASM198915v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/155/GCA_001989155.1_ASM198915v1
"Bordetella pertussis","J161",19440,SAMN04383589 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989175.1 ,4.10638,67.7,chromosome:NZ_CP013898.1/CP013898.1,-,1,3974,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/175/GCF_001989175.1_ASM198917v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/175/GCA_001989175.1_ASM198917v1
"Bordetella pertussis","J162",19440,SAMN04383590 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989195.1 ,4.10218,67.7,chromosome:NZ_CP013899.1/CP013899.1,-,1,3968,3613,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/195/GCF_001989195.1_ASM198919v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/195/GCA_001989195.1_ASM198919v1
"Bordetella pertussis","J174",19440,SAMN04383591 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989215.1 ,4.10866,67.7,chromosome:NZ_CP013900.1/CP013900.1,-,1,3976,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/215/GCF_001989215.1_ASM198921v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/215/GCA_001989215.1_ASM198921v1
"Bordetella pertussis","J198",19440,SAMN04383593 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989235.1 ,4.11376,67.7,chromosome:NZ_CP013902.1/CP013902.1,-,1,3978,3635,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/235/GCF_001989235.1_ASM198923v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/235/GCA_001989235.1_ASM198923v1
"Bordetella pertussis","J206",19440,SAMN04383594 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989255.1 ,4.1106,67.7,chromosome:NZ_CP013903.1/CP013903.1,-,1,3978,3637,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/255/GCF_001989255.1_ASM198925v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/255/GCA_001989255.1_ASM198925v1
"Bordetella pertussis","J208",19440,SAMN04383595 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989275.1 ,4.10847,67.7,chromosome:NZ_CP013904.1/CP013904.1,-,1,3979,3627,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/275/GCF_001989275.1_ASM198927v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/275/GCA_001989275.1_ASM198927v1
"Bordetella pertussis","J210",19440,SAMN04383596 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989295.1 ,4.1106,67.7,chromosome:NZ_CP013905.1/CP013905.1,-,1,3979,3637,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/295/GCF_001989295.1_ASM198929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/295/GCA_001989295.1_ASM198929v1
"Bordetella pertussis","J277",19440,SAMN04383598 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989315.1 ,4.10866,67.7,chromosome:NZ_CP013907.1/CP013907.1,-,1,3977,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/315/GCF_001989315.1_ASM198931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/315/GCA_001989315.1_ASM198931v1
"Bordetella pertussis","J096",19440,SAMN04388406 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001989335.1 ,4.10531,67.7,chromosome:NZ_CP013951.1/CP013951.1,-,1,3972,3612,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/335/GCF_001989335.1_ASM198933v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/335/GCA_001989335.1_ASM198933v1
"Bordetella pertussis","J105",19440,SAMN04383580 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002018515.1 ,4.10636,67.7,chromosome:NZ_CP013889.1/CP013889.1,-,1,3973,3619,2017/02/06,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/515/GCF_002018515.1_ASM201851v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/018/515/GCA_002018515.1_ASM201851v1
"Bordetella pertussis","Pelita III",19440,SAMN06434363 ,PRJNA376518,"Proteobacteria","Betaproteobacteria",GCA_002021795.1 ,4.10552,67.7,chromosome:NZ_CP019957.1/CP019957.1,-,1,3967,3619,2017/03/06,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/795/GCF_002021795.1_ASM202179v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/795/GCA_002021795.1_ASM202179v1
"Bordetella pertussis","J152",19440,SAMN04383586 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002068675.1 ,4.11059,67.7,chromosome:NZ_CP013895.1/CP013895.1,-,1,3976,3626,2017/02/06,2017/03/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/675/GCF_002068675.1_ASM206867v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/675/GCA_002068675.1_ASM206867v1
"Bordetella pertussis","J175",19440,SAMN04383592 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002068975.1 ,4.10639,67.7,chromosome:NZ_CP013901.1/CP013901.1,-,1,3975,3629,2017/02/06,2017/03/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/975/GCF_002068975.1_ASM206897v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/975/GCA_002068975.1_ASM206897v1
"Bordetella pertussis","J276",19440,SAMN04383597 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002069155.1 ,4.10848,67.7,chromosome:NZ_CP013906.1/CP013906.1,-,1,3977,3627,2017/02/06,2017/03/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/069/155/GCF_002069155.1_ASM206915v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/069/155/GCA_002069155.1_ASM206915v1
"Bordetella pertussis","J078",19440,SAMN07137592 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002240435.1 ,4.10091,67.7,chromosome:NZ_CP021401.1/CP021401.1,-,1,3968,3595,2017/08/03,2017/08/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/435/GCF_002240435.1_ASM224043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/435/GCA_002240435.1_ASM224043v1
"Bordetella pertussis","H696",19440,SAMN07137591 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002240475.1 ,4.10313,67.7,chromosome:NZ_CP021402.1/CP021402.1,-,1,3968,3597,2017/08/03,2017/08/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/475/GCF_002240475.1_ASM224047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/475/GCA_002240475.1_ASM224047v1
"Bordetella pertussis","J473",19440,SAMN07137593 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002240495.1 ,4.11458,67.7,chromosome:NZ_CP021403.1/CP021403.1,-,1,4004,3527,2017/08/03,2019/02/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/495/GCF_002240495.1_ASM224049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/495/GCA_002240495.1_ASM224049v1
"Bordetella pertussis","J625",19440,SAMN07327524 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002240515.1 ,4.11034,67.7,chromosome:NZ_CP022362.1/CP022362.1,-,1,3983,3597,2017/08/03,2017/08/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/515/GCF_002240515.1_ASM224051v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/515/GCA_002240515.1_ASM224051v1
"Bordetella pertussis","E945",19440,SAMN05583817 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002285955.1 ,4.12784,67.7,chromosome:NZ_CP016956.1/CP016956.1,-,1,3986,3599,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/955/GCF_002285955.1_ASM228595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/955/GCA_002285955.1_ASM228595v1
"Bordetella pertussis","B226",19440,SAMN05583809 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002285975.1 ,4.12604,67.7,chromosome:NZ_CP016957.1/CP016957.1,-,1,3989,3601,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/975/GCF_002285975.1_ASM228597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/975/GCA_002285975.1_ASM228597v1
"Bordetella pertussis","E537",19440,SAMN05583815 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002285995.1 ,4.11059,67.7,chromosome:NZ_CP016958.1/CP016958.1,-,1,3978,3589,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/995/GCF_002285995.1_ASM228599v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/995/GCA_002285995.1_ASM228599v1
"Bordetella pertussis","D422",19440,SAMN05583811 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286015.1 ,4.10744,67.7,chromosome:NZ_CP016959.1/CP016959.1,-,1,3970,3585,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/015/GCF_002286015.1_ASM228601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/015/GCA_002286015.1_ASM228601v1
"Bordetella pertussis","D735",19440,SAMN05583813 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286035.1 ,4.1063,67.7,chromosome:NZ_CP016960.1/CP016960.1,-,1,3978,3590,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/035/GCF_002286035.1_ASM228603v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/035/GCA_002286035.1_ASM228603v1
"Bordetella pertussis","C934",19440,SAMN05583810 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286055.1 ,4.1043,67.7,chromosome:NZ_CP016961.1/CP016961.1,-,1,3971,3583,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/055/GCF_002286055.1_ASM228605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/055/GCA_002286055.1_ASM228605v1
"Bordetella pertussis","E898",19440,SAMN05583816 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286075.1 ,4.10324,67.7,chromosome:NZ_CP016962.1/CP016962.1,-,1,3971,3587,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/075/GCF_002286075.1_ASM228607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/075/GCA_002286075.1_ASM228607v1
"Bordetella pertussis","D799",19440,SAMN05583814 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286095.1 ,4.1032,67.7,chromosome:NZ_CP016963.1/CP016963.1,-,1,3970,3586,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/095/GCF_002286095.1_ASM228609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/095/GCA_002286095.1_ASM228609v1
"Bordetella pertussis","D717",19440,SAMN05583812 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286115.1 ,4.10226,67.7,chromosome:NZ_CP016964.1/CP016964.1,-,1,3970,3586,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/115/GCF_002286115.1_ASM228611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/115/GCA_002286115.1_ASM228611v1
"Bordetella pertussis","E541",19440,SAMN05583850 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286135.1 ,4.10534,67.7,chromosome:NZ_CP016966.1/CP016966.1,-,1,3971,3584,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/135/GCF_002286135.1_ASM228613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/135/GCA_002286135.1_ASM228613v1
"Bordetella pertussis","E025",19440,SAMN05583849 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286155.1 ,4.10113,67.7,chromosome:NZ_CP016967.1/CP016967.1,-,1,3970,3587,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/155/GCF_002286155.1_ASM228615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/155/GCA_002286155.1_ASM228615v1
"Bordetella pertussis","D925",19440,SAMN05583848 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286175.1 ,4.10639,67.7,chromosome:NZ_CP016968.1/CP016968.1,-,1,3975,3591,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/175/GCF_002286175.1_ASM228617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/175/GCA_002286175.1_ASM228617v1
"Bordetella pertussis","J160",19440,SAMN05716053 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286295.1 ,4.11263,67.7,chromosome:NZ_CP017119.1/CP017119.1,-,1,3985,3551,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/295/GCF_002286295.1_ASM228629v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/295/GCA_002286295.1_ASM228629v1
"Bordetella pertussis","J209",19440,SAMN05716055 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286315.1 ,4.1075,67.7,chromosome:NZ_CP017120.1/CP017120.1,-,1,3977,3564,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/315/GCF_002286315.1_ASM228631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/315/GCA_002286315.1_ASM228631v1
"Bordetella pertussis","J172",19440,SAMN05716054 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286335.1 ,4.10738,67.7,chromosome:NZ_CP017121.1/CP017121.1,-,1,3980,3578,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/335/GCF_002286335.1_ASM228633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/335/GCA_002286335.1_ASM228633v1
"Bordetella pertussis","J154",19440,SAMN05716052 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286355.1 ,4.10637,67.7,chromosome:NZ_CP017122.1/CP017122.1,-,1,3980,3578,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/355/GCF_002286355.1_ASM228635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/355/GCA_002286355.1_ASM228635v1
"Bordetella pertussis","J153",19440,SAMN05716051 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286375.1 ,4.10637,67.7,chromosome:NZ_CP017123.1/CP017123.1,-,1,3982,3582,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/375/GCF_002286375.1_ASM228637v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/375/GCA_002286375.1_ASM228637v1
"Bordetella pertussis","F013",19440,SAMN05583818 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002310915.1 ,4.10124,67.7,chromosome:NZ_CP016965.1/CP016965.1,-,1,3968,3584,2017/09/05,2017/09/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/915/GCF_002310915.1_ASM231091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/915/GCA_002310915.1_ASM231091v1
"Bordetella pertussis","J165",19440,SAMN05751699 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442615.1 ,4.11164,67.7,chromosome:NZ_CP017158.1/CP017158.1,-,1,3982,3582,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/615/GCF_002442615.1_ASM244261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/615/GCA_002442615.1_ASM244261v1
"Bordetella pertussis","J226",19440,SAMN05751698 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442635.1 ,4.10736,67.7,chromosome:NZ_CP017159.1/CP017159.1,-,1,3980,3557,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/635/GCF_002442635.1_ASM244263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/635/GCA_002442635.1_ASM244263v1
"Bordetella pertussis","J223",19440,SAMN05751696 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442655.1 ,4.10713,67.7,chromosome:NZ_CP017160.1/CP017160.1,-,1,4001,3495,2017/10/04,2019/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/655/GCF_002442655.1_ASM244265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/655/GCA_002442655.1_ASM244265v1
"Bordetella pertussis","J151",19440,SAMN05751694 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442675.1 ,4.10644,67.7,chromosome:NZ_CP017161.1/CP017161.1,-,1,3976,3555,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/675/GCF_002442675.1_ASM244267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/675/GCA_002442675.1_ASM244267v1
"Bordetella pertussis","J109",19440,SAMN05751693 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442695.1 ,4.10634,67.7,chromosome:NZ_CP017162.1/CP017162.1,-,1,3979,3563,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/695/GCF_002442695.1_ASM244269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/695/GCA_002442695.1_ASM244269v1
"Bordetella pertussis","J108",19440,SAMN05751692 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442715.1 ,4.10633,67.7,chromosome:NZ_CP017163.1/CP017163.1,-,1,3980,3557,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/715/GCF_002442715.1_ASM244271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/715/GCA_002442715.1_ASM244271v1
"Bordetella pertussis","J224",19440,SAMN05751697 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442735.1 ,4.10619,67.7,chromosome:NZ_CP017164.1/CP017164.1,-,1,3983,3537,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/735/GCF_002442735.1_ASM244273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/735/GCA_002442735.1_ASM244273v1
"Bordetella pertussis","J222",19440,SAMN05751695 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442755.1 ,4.10601,67.7,chromosome:NZ_CP017165.1/CP017165.1,-,1,4006,3460,2017/10/04,2019/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/755/GCF_002442755.1_ASM244275v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/755/GCA_002442755.1_ASM244275v1
"Bordetella pertussis","J170",19440,SAMN05751700 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442775.1 ,4.10532,67.7,chromosome:NZ_CP017166.1/CP017166.1,-,1,3978,3576,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/775/GCF_002442775.1_ASM244277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/775/GCA_002442775.1_ASM244277v1
"Bordetella pertussis","J308",19440,SAMN05751701 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442795.1 ,4.10324,67.7,chromosome:NZ_CP017167.1/CP017167.1,-,1,3971,3570,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/795/GCF_002442795.1_ASM244279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/795/GCA_002442795.1_ASM244279v1
"Bordetella pertussis","J310",19440,SAMN05751702 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442815.1 ,4.10218,67.7,chromosome:NZ_CP017168.1/CP017168.1,-,1,3971,3567,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/815/GCF_002442815.1_ASM244281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/815/GCA_002442815.1_ASM244281v1
"Bordetella pertussis","J294",19440,SAMN06007542 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859205.1 ,4.10995,67.7,chromosome:NZ_CP018039.1/CP018039.1,-,1,4000,3555,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/205/GCF_002859205.1_ASM285920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/205/GCA_002859205.1_ASM285920v1
"Bordetella pertussis","I384",19440,SAMN05948795 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859565.1 ,4.10849,67.7,chromosome:NZ_CP017882.1/CP017882.1,-,1,3989,3603,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/565/GCF_002859565.1_ASM285956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/565/GCA_002859565.1_ASM285956v1
"Bordetella pertussis","I385",19440,SAMN05948796 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859585.1 ,4.10536,67.7,chromosome:NZ_CP017883.1/CP017883.1,-,1,3986,3602,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/585/GCF_002859585.1_ASM285958v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/585/GCA_002859585.1_ASM285958v1
"Bordetella pertussis","J074",19440,SAMN05948797 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859605.1 ,4.10545,67.7,chromosome:NZ_CP017884.1/CP017884.1,-,1,3979,3593,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/605/GCF_002859605.1_ASM285960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/605/GCA_002859605.1_ASM285960v1
