Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
	WGS		200	PRJNA279196	SAMN03464281	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390928						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464281	2016-12-02	166	91	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071061	SRS1832390	SRP094480		J022		missing	2013	USA: OR		Homo sapiens	pertussis			missing	missing	J022	public
	WGS		6351	PRJNA279196	SAMN03464281	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064144						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464281	2017-08-07	990	3710	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902555	SRS1832390	SRP094480		J022		missing	2013	USA: OR		Homo sapiens	pertussis			missing	missing	J022	public
	WGS		5762	PRJNA279196	SAMN03464281	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064129						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464281	2017-08-07	898	3380	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902570	SRS1832390	SRP094480		J022		missing	2013	USA: OR		Homo sapiens	pertussis			missing	missing	J022	public
	WGS		200	PRJNA279196	SAMN03455361	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390549						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455361	2016-12-02	182	99	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070682	SRS1832391	SRP094480		H812		missing	2011	USA: NM		Homo sapiens	pertussis			missing	missing	H812	public
	WGS		200	PRJNA279196	SAMN03455361	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390554						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455361	2016-12-02	184	100	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070687	SRS1832391	SRP094480		H812		missing	2011	USA: NM		Homo sapiens	pertussis			missing	missing	H812	public
	WGS		3060	PRJNA279196	SAMN03455361	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006754						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455361	2017-07-15	477	1867	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829402	SRS1832391	SRP094480		H812		missing	2011	USA: NM		Homo sapiens	pertussis			missing	missing	H812	public
	WGS		3569	PRJNA279196	SAMN03455361	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006750						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455361	2017-07-15	556	2161	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829406	SRS1832391	SRP094480		H812		missing	2011	USA: NM		Homo sapiens	pertussis			missing	missing	H812	public
	WGS		6399	PRJNA279196	SAMN03455361	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006748						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455361	2017-07-15	997	3650	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829408	SRS1832391	SRP094480		H812		missing	2011	USA: NM		Homo sapiens	pertussis			missing	missing	H812	public
	WGS		200	PRJNA279196	SAMN04383594	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390551						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383594	2016-12-02	476	287	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070684	SRS1832392	SRP094480		J206		missing	2014	USA: NY		Homo sapiens	pertussis			missing	missing	J206	public
	WGS		200	PRJNA279196	SAMN04383594	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390728						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383594	2016-12-02	458	276	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070861	SRS1832392	SRP094480		J206		missing	2014	USA: NY		Homo sapiens	pertussis			missing	missing	J206	public
	WGS		200	PRJNA279196	SAMN03464276	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390552						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464276	2016-12-02	168	91	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070685	SRS1832393	SRP094480		H915		missing	2011	USA: WA		Homo sapiens	pertussis			missing	missing	H915	public
	WGS		200	PRJNA279196	SAMN03464276	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390747						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464276	2016-12-02	166	90	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070880	SRS1832393	SRP094480		H915		missing	2011	USA: WA		Homo sapiens	pertussis			missing	missing	H915	public
	WGS		6833	PRJNA279196	SAMN03464276	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022452						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464276	2017-07-20	1065	3909	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853112	SRS1832393	SRP094480		H915		missing	2011	USA: WA		Homo sapiens	pertussis			missing	missing	H915	public
	WGS		4335	PRJNA279196	SAMN03464276	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022451						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464276	2017-07-20	675	2546	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853113	SRS1832393	SRP094480		H915		missing	2011	USA: WA		Homo sapiens	pertussis			missing	missing	H915	public
	WGS		4497	PRJNA279196	SAMN03464276	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022448						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464276	2017-07-20	701	2647	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853116	SRS1832393	SRP094480		H915		missing	2011	USA: WA		Homo sapiens	pertussis			missing	missing	H915	public
	WGS		200	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390553						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2016-12-02	158	93	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070686	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		200	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390593						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2016-12-02	184	100	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070726	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		200	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390694						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2016-12-02	156	92	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070827	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		200	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390906						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2016-12-02	185	101	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071039	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		8322	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015167						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2017-07-19	1297	4830	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839127	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		7448	PRJNA279196	SAMN03455364	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015165						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455364	2017-07-19	1161	4313	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839129	SRS1832394	SRP094480		I373		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I373	public
	WGS		200	PRJNA279196	SAMN03702630	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390555						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702630	2016-12-02	273	163	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070688	SRS1832395	SRP094480		H853		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H853	public
	WGS		200	PRJNA279196	SAMN03702630	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390841						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702630	2016-12-02	278	166	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070974	SRS1832395	SRP094480		H853		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H853	public
	WGS		7745	PRJNA279196	SAMN03702630	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007073						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702630	2017-07-15	1207	4431	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829715	SRS1832395	SRP094480		H853		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H853	public
	WGS		200	PRJNA279196	SAMN03455340	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390556						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455340	2016-12-02	289	159	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070689	SRS1832396	SRP094480		F011		missing	2005	USA: NE		Homo sapiens	pertussis			missing	missing	F011	public
	WGS		200	PRJNA279196	SAMN03455340	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390678						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455340	2016-12-02	287	158	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070811	SRS1832396	SRP094480		F011		missing	2005	USA: NE		Homo sapiens	pertussis			missing	missing	F011	public
	WGS		7465	PRJNA279196	SAMN03455340	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3003923						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455340	2017-07-14	1163	4281	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5826154	SRS1832396	SRP094480		F011		missing	2005	USA: NE		Homo sapiens	pertussis			missing	missing	F011	public
	WGS		6169	PRJNA279196	SAMN03455340	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3003914						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455340	2017-07-14	961	3522	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5826163	SRS1832396	SRP094480		F011		missing	2005	USA: NE		Homo sapiens	pertussis			missing	missing	F011	public
	WGS		200	PRJNA279196	SAMN04383559	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390557						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383559	2016-12-02	204	124	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070690	SRS1832397	SRP094480		C975		missing	2000	USA: IL		Homo sapiens	pertussis			missing	missing	C975	public
	WGS		200	PRJNA279196	SAMN04383559	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390935						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383559	2016-12-02	199	121	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071068	SRS1832397	SRP094480		C975		missing	2000	USA: IL		Homo sapiens	pertussis			missing	missing	C975	public
	WGS		20994	PRJNA279196	SAMN04383559	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX2932980						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN04383559	2017-06-19	3273	11013	Bordetella pertussis	PACBIO_SMRT	2017-07-01	SRR5712537	SRS1832397	SRP094480		C975		missing	2000	USA: IL		Homo sapiens	pertussis			missing	missing	C975	public
	WGS		200	PRJNA279196	SAMN03464279	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390558						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464279	2016-12-02	96	53	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070691	SRS1832398	SRP094480		I975		missing	2013	USA: NY		Homo sapiens	pertussis			missing	missing	I975	public
	WGS		200	PRJNA279196	SAMN03464279	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390800						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464279	2016-12-02	97	53	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070933	SRS1832398	SRP094480		I975		missing	2013	USA: NY		Homo sapiens	pertussis			missing	missing	I975	public
	WGS		3311	PRJNA279196	SAMN03464279	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021144						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464279	2017-07-19	516	1996	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851459	SRS1832398	SRP094480		I975		missing	2013	USA: NY		Homo sapiens	pertussis			missing	missing	I975	public
	WGS		3923	PRJNA279196	SAMN03464279	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021129						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464279	2017-07-19	611	2367	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851474	SRS1832398	SRP094480		I975		missing	2013	USA: NY		Homo sapiens	pertussis			missing	missing	I975	public
	WGS		500	PRJNA279196	SAMN03702677	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390559						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702677	2016-12-02	518	282	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070692	SRS1832399	SRP094480		J023		missing	2013	USA:OR		Homo sapiens	pertussis			missing	missing	J023	public
	WGS		4462	PRJNA279196	SAMN03702677	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064142						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702677	2017-08-07	695	2585	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902557	SRS1832399	SRP094480		J023		missing	2013	USA:OR		Homo sapiens	pertussis			missing	missing	J023	public
	WGS		4133	PRJNA279196	SAMN03702677	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064133						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702677	2017-08-07	644	2426	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902566	SRS1832399	SRP094480		J023		missing	2013	USA:OR		Homo sapiens	pertussis			missing	missing	J023	public
	WGS		200	PRJNA279196	SAMN03702609	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390560						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702609	2016-12-02	289	168	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070693	SRS1832400	SRP094480		C505		missing	2000	USA:MI		Homo sapiens	pertussis			missing	missing	C505	public
	WGS		200	PRJNA279196	SAMN03702609	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390868						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702609	2016-12-02	293	171	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071001	SRS1832400	SRP094480		C505		missing	2000	USA:MI		Homo sapiens	pertussis			missing	missing	C505	public
	WGS		6140	PRJNA279196	SAMN03702609	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3003776						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702609	2017-07-14	957	3592	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5825964	SRS1832400	SRP094480		C505		missing	2000	USA:MI		Homo sapiens	pertussis			missing	missing	C505	public
	WGS		7250	PRJNA279196	SAMN03702609	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3003769						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702609	2017-07-14	1130	4208	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5825971	SRS1832400	SRP094480		C505		missing	2000	USA:MI		Homo sapiens	pertussis			missing	missing	C505	public
	WGS		200	PRJNA279196	SAMN04221200	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390561						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221200	2016-12-02	228	134	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070694	SRS1832401	SRP094480		J225		missing	2014	USA: MN		Homo sapiens	pertussis			missing	missing	J225	public
	WGS		200	PRJNA279196	SAMN04221200	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390622						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221200	2016-12-02	220	129	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070755	SRS1832401	SRP094480		J225		missing	2014	USA: MN		Homo sapiens	pertussis			missing	missing	J225	public
	WGS		200	PRJNA279196	SAMN03702631	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390562						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702631	2016-12-02	335	201	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070695	SRS1832402	SRP094480		H864		missing	2011	USA:OR		Homo sapiens	pertussis			missing	missing	H864	public
	WGS		200	PRJNA279196	SAMN03702631	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390898						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702631	2016-12-02	341	205	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071031	SRS1832402	SRP094480		H864		missing	2011	USA:OR		Homo sapiens	pertussis			missing	missing	H864	public
	WGS		3932	PRJNA279196	SAMN03702631	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007072						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702631	2017-07-15	613	2343	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829716	SRS1832402	SRP094480		H864		missing	2011	USA:OR		Homo sapiens	pertussis			missing	missing	H864	public
	WGS		3804	PRJNA279196	SAMN03702631	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007066						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702631	2017-07-15	593	2274	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829722	SRS1832402	SRP094480		H864		missing	2011	USA:OR		Homo sapiens	pertussis			missing	missing	H864	public
	WGS		200	PRJNA279196	SAMN03455370	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390563						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455370	2016-12-02	199	108	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070696	SRS1832403	SRP094480		I915		missing	2010	USA: VT		Homo sapiens	pertussis			missing	missing	I915	public
	WGS		200	PRJNA279196	SAMN03455370	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390851						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455370	2016-12-02	199	108	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070984	SRS1832403	SRP094480		I915		missing	2010	USA: VT		Homo sapiens	pertussis			missing	missing	I915	public
	WGS		6537	PRJNA279196	SAMN03455370	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021145						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455370	2017-07-19	1019	3745	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851458	SRS1832403	SRP094480		I915		missing	2010	USA: VT		Homo sapiens	pertussis			missing	missing	I915	public
	WGS		3667	PRJNA279196	SAMN03455370	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021132						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455370	2017-07-19	571	2171	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851471	SRS1832403	SRP094480		I915		missing	2010	USA: VT		Homo sapiens	pertussis			missing	missing	I915	public
	WGS		3936	PRJNA279196	SAMN03455370	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021120						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455370	2017-07-19	613	2326	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851483	SRS1832403	SRP094480		I915		missing	2010	USA: VT		Homo sapiens	pertussis			missing	missing	I915	public
	WGS		200	PRJNA279196	SAMN04388406	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390564						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04388406	2016-12-02	231	140	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070697	SRS1832404	SRP094480		J096		missing	2014	USA: CO		Homo sapiens	pertussis			missing	missing	J096	public
	WGS		200	PRJNA279196	SAMN04388406	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390856						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04388406	2016-12-02	223	135	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070989	SRS1832404	SRP094480		J096		missing	2014	USA: CO		Homo sapiens	pertussis			missing	missing	J096	public
	WGS		11424	PRJNA279196	SAMN04388406	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064131						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN04388406	2017-08-07	1781	6135	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902568	SRS1832404	SRP094480		J096		missing	2014	USA: CO		Homo sapiens	pertussis			missing	missing	J096	public
	WGS		200	PRJNA279196	SAMN03702638	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390565						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702638	2016-12-02	133	78	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070698	SRS1832405	SRP094480		I088		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I088	public
	WGS		200	PRJNA279196	SAMN03702638	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390914						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702638	2016-12-02	131	77	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071047	SRS1832405	SRP094480		I088		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I088	public
	WGS		6222	PRJNA279196	SAMN03702638	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022456						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702638	2017-07-20	970	3550	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853108	SRS1832405	SRP094480		I088		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I088	public
	WGS		6045	PRJNA279196	SAMN03702638	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022454						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702638	2017-07-20	942	3463	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853110	SRS1832405	SRP094480		I088		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I088	public
	WGS		200	PRJNA279196	SAMN03455366	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390566						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455366	2016-12-02	276	150	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070699	SRS1832406	SRP094480		I602		missing	2013	USA: GA		Homo sapiens	pertussis			missing	missing	I602	public
	WGS		200	PRJNA279196	SAMN03455366	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390837						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455366	2016-12-02	276	150	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070970	SRS1832406	SRP094480		I602		missing	2013	USA: GA		Homo sapiens	pertussis			missing	missing	I602	public
	WGS		5086	PRJNA279196	SAMN03455366	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3025294						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455366	2017-07-20	792	2936	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5856173	SRS1832406	SRP094480		I602		missing	2013	USA: GA		Homo sapiens	pertussis			missing	missing	I602	public
	WGS		6146	PRJNA279196	SAMN03455366	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3025292						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455366	2017-07-20	958	3493	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5856175	SRS1832406	SRP094480		I602		missing	2013	USA: GA		Homo sapiens	pertussis			missing	missing	I602	public
	WGS		200	PRJNA279196	SAMN03877219	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390567						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03877219	2016-12-02	303	176	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070700	SRS1832407	SRP094480		I150		missing	2012	USA: MN		Homo sapiens	pertussis		I150	missing	missing		public
	WGS		200	PRJNA279196	SAMN03877219	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390603						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03877219	2016-12-02	298	173	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070736	SRS1832407	SRP094480		I150		missing	2012	USA: MN		Homo sapiens	pertussis		I150	missing	missing		public
